gene_id	NCBI_ID	genename	genesynonym
YER026C	856748	CHO1	PSS1
YOL083C-A	NaN	NaN	NaN
YDR073W	851645	SNF11	NaN
YDL017W	851545	CDC7	LSD6
YDL017W	851545	CDC7	SAS1
YCR093W	850455	CDC39	NOT1
YCR093W	850455	CDC39	ROS1
YCR093W	850455	CDC39	SMD6
YML051W	854954	GAL80	NaN
YLL002W	850658	RTT109	KIM2
YLL002W	850658	RTT109	REM50
YLL002W	850658	RTT109	KAT11
YPL068C	856037	NaN	NaN
YIL090W	854718	ICE2	NaN
YNL018C	855713	NaN	NaN
YBR050C	852340	REG2	NaN
YMR081C	855105	ISF1	MBR3
YBL097W	852180	BRN1	NaN
YJL049W	853398	CHM7	NaN
YLR334C	NaN	NaN	NaN
YMR231W	855271	PEP5	END1
YMR231W	855271	PEP5	VAM1
YMR231W	855271	PEP5	VPL9
YMR231W	855271	PEP5	VPS11
YMR231W	855271	PEP5	VPT11
YGR107W	NaN	NaN	NaN
YBR172C	852470	SMY2	NaN
YIL021C-A	NaN	NaN	NaN
YDR260C	851847	SWM1	APC13
YKL165C	853690	MCD4	FSR2
YKL165C	853690	MCD4	SSU21
YKL165C	853690	MCD4	ZRG16
YPR175W	856305	DPB2	NaN
YOR097C	854264	NaN	NaN
YDR210W	851790	NaN	NaN
YLR062C	NaN	BUD28	NaN
YNL024C	855707	EFM6	NaN
YLR339C	NaN	NaN	NaN
YLR305C	851014	STT4	NaN
YNR024W	855758	MPP6	NaN
YDL130W-A	851426	STF1	AIS2
YPR022C	856133	SDD4	NaN
YPL161C	855942	BEM4	ROM7
YLR107W	850797	REX3	NaN
YJR135C	853599	MCM22	NaN
YLR139C	850830	SLS1	NaN
YKL085W	853777	MDH1	NaN
YGR017W	852900	NaN	NaN
YDR322C-A	851922	TIM11	ATP21
YFL021C-A	NaN	NaN	NaN
YOL123W	853997	HRP1	NAB4
YOL123W	853997	HRP1	NAB5
YCR026C	850391	NPP1	NaN
YHR205W	856612	SCH9	HRM2
YHR205W	856612	SCH9	KOM1
YLR038C	850727	COX12	NaN
YCR044C	850411	PER1	COS16
YNL160W	855562	YGP1	NaN
YLR182W	850879	SWI6	PSL8
YLR182W	850879	SWI6	SDS11
YJL191W	853248	RPS14B	CRY2
YJL191W	853248	RPS14B	rp59B
YJL191W	853248	RPS14B	S14B
YDR139C	851717	RUB1	NaN
YGL019W	852865	CKB1	CK2 subunit
YHR183W	856589	GND1	NaN
YLR132C	850823	USB1	NaN
YLR064W	850753	PER33	NaN
YER107W-A	NaN	NaN	NaN
YER174C	856921	GRX4	NaN
YDL043C	851518	PRP11	RNA11
YFR031C	850589	SMC2	NaN
YGL231C	852620	EMC4	NaN
YOR195W	854370	SLK19	NaN
YML107C	854864	PML39	NaN
YDL093W	851464	PMT5	NaN
YNR035C	855771	ARC35	END9
YGL027C	852857	CWH41	DER7
YGL027C	852857	CWH41	GLS1
YNL303W	NaN	NaN	NaN
YBR208C	852507	DUR1,2	DUR80
YBL020W	852261	RFT1	NaN
YER067C-A	NaN	NaN	NaN
YER090C-A	NaN	NaN	NaN
YGR129W	853030	SYF2	NTC31
YKR060W	853934	UTP30	NaN
YNR061C	855798	NaN	NaN
YJR141W	853606	IPA1	NaN
YBR148W	852445	YSW1	NaN
YBR164C	852462	ARL1	DLP2
YGR140W	853041	CBF2	CEP2
YGR140W	853041	CBF2	CSL5
YGR140W	853041	CBF2	CTF14
YGR140W	853041	CBF2	NDC10
YGR140W	853041	CBF2	CBF3A
YOR305W	854482	RRG7	NaN
YGL126W	852751	SCS3	FIT2B
YGR088W	852979	CTT1	SPS101
YBR112C	852410	CYC8	CRT8
YBR112C	852410	CYC8	SSN6
YBR112C	852410	CYC8	[OCT1+]
YBR112C	852410	CYC8	[OCT]
YCR047C	850414	BUD23	NaN
YCR067C	850431	SED4	NaN
YHR187W	856594	IKI1	ELP5
YHR187W	856594	IKI1	HAP2
YHR187W	856594	IKI1	TOT5
YHR005C	856394	GPA1	CDC70
YHR005C	856394	GPA1	DAC1
YHR005C	856394	GPA1	SCG1
YCL050C	850307	APA1	DTP1
YDR333C	851933	RQC1	NaN
YKL045W	853821	PRI2	NaN
YIL122W	854684	POG1	NaN
YNL176C	855545	TDA7	NaN
YBL019W	852262	APN2	ETH1
YKL043W	853823	PHD1	NaN
YPL110C	855994	GDE1	NaN
YDR527W	852139	RBA50	NaN
YGL172W	852703	NUP49	NSP49
YER112W	856848	LSM4	SDB23
YER112W	856848	LSM4	USS1
YOR200W	NaN	NaN	NaN
YHR212C	NaN	NaN	NaN
YHR079C-A	856479	SAE3	YHR079C-B
YHR079C-A	856479	SAE3	YHR079BC
YPR114W	856230	NaN	NaN
YKR065C	853939	PAM17	FMP18
YJR054W	853514	KCH1	NaN
YPL050C	856057	MNN9	NaN
YGL139W	852738	FLC3	HUF3
YHR010W	856401	RPL27A	RPL27
YHR010W	856401	RPL27A	L27A
YBR088C	852385	POL30	PCNA
YML067C	854935	ERV41	NaN
YMR147W	855178	NaN	NaN
YDR020C	851583	DAS2	RRT3
YMR272W-B	1466507	NaN	NaN
YHL005C	NaN	NaN	NaN
YPR158W	856281	CUR1	NaN
YIR036C	854854	IRC24	NaN
YDR030C	851594	RAD28	NaN
YPL274W	855854	SAM3	NaN
YLR437C-A	NaN	NaN	NaN
YDL067C	851492	COX9	NaN
YMR049C	855068	ERB1	NaN
YGL258W	852634	VEL1	NaN
YBR055C	852344	PRP6	RNA6
YBR055C	852344	PRP6	TSM7269
YJL094C	853351	KHA1	NaN
YGR225W	853140	AMA1	SPO70
YMR038C	855054	CCS1	LYS7
YMR038C	855054	CCS1	CCS
YFR033C	850593	QCR6	COR3
YFR033C	850593	QCR6	UCR6
YMR247W-A	1466506	NaN	NaN
YMR062C	855084	ARG7	ECM40
YJL023C	853432	PET130	NaN
YCL014W	850345	BUD3	YCL012W
YJL166W	853273	QCR8	COR5
YJL214W	853216	HXT8	NaN
YER097W	NaN	NaN	NaN
YNL274C	855447	GOR1	NaN
YJL126W	853316	NIT2	NaN
YOR205C	854380	GEP3	AIM40
YOR205C	854380	GEP3	FMP38
YOR205C	854380	GEP3	LRC5
YNL164C	855557	IBD2	NaN
YER165C-A	NaN	NaN	NaN
YJR097W	853560	JJJ3	DPH4
YOR192C-C	1466485	NaN	NaN
YPR097W	856212	NaN	NaN
YMR323W	855373	ERR3	NaN
YJR070C	853534	LIA1	MMD1
YDL179W	851375	PCL9	NaN
YBR266C	NaN	SLM6	NaN
YKR075C	853950	NaN	NaN
YDL102W	851456	POL3	CDC2
YDL102W	851456	POL3	HPR6
YDL102W	851456	POL3	TEX1
YCL058C	850299	FYV5	MDF1
YJL215C	NaN	NaN	NaN
YMR234W	855274	RNH1	NaN
YLR454W	851175	FMP27	NaN
YLR212C	850909	TUB4	NaN
YPL011C	856096	TAF3	TAF47
YPL011C	856096	TAF3	TafII47
YNL013C	NaN	NaN	NaN
YGL014C-A	NaN	NaN	NaN
YJL105W	853339	SET4	NaN
YDR182W	851763	CDC1	DSC1
YDR182W	851763	CDC1	DSR1
YDR182W	851763	CDC1	ESP2
YBL071W-A	852207	KTI11	DPH3
YBR269C	852572	SDH8	NaN
YLR451W	851172	LEU3	NaN
YHR089C	856489	GAR1	NaN
YGR135W	853036	PRE9	NaN
YLR162W	850859	NaN	NaN
YER041W	856764	YEN1	NaN
YDR006C	851569	SOK1	NaN
YCL017C	850343	NFS1	SPL1
YLR076C	NaN	NaN	NaN
YGR070W	852961	ROM1	SKC1
YDR010C	NaN	NaN	NaN
YOR136W	854303	IDH2	NaN
YER074W-A	856806	YOS1	NaN
YPR081C	856196	GRS2	NaN
YDR498C	852109	SEC20	NaN
YJR104C	853568	SOD1	CRS4
YLR147C	850839	SMD3	SLT16
YLR147C	850839	SMD3	Sm D3
YDL224C	851302	WHI4	NaN
YHR162W	856567	MPC2	NaN
YFR054C	NaN	NaN	NaN
YGR229C	853144	SMI1	KNR4
YLR005W	850691	SSL1	NaN
YDR082W	851655	STN1	NaN
YJL124C	853318	LSM1	SPB8
YBL107W-A	NaN	NaN	NaN
YDR216W	851802	ADR1	NaN
YCR068W	850432	ATG15	AUT5
YCR068W	850432	ATG15	CVT17
YGR161W-C	3077355	NaN	NaN
YNL083W	NaN	SAL1	NaN
YKL106W	853755	AAT1	NaN
YLR115W	850806	CFT2	YDH1
YDR325W	851925	YCG1	TIE1
YDR325W	851925	YCG1	YCS5
YHL050C	856335	NaN	NaN
YGL249W	852643	ZIP2	NaN
YJL053W	853393	PEP8	GRD6
YJL053W	853393	PEP8	VPS26
YJL053W	853393	PEP8	VPT4
YDR372C	851978	VPS74	API1
YDR372C	851978	VPS74	MNN3
YGR173W	853083	RBG2	GIR1
YAR042W	851286	SWH1	OSH1
YAR042W	851286	SWH1	YAR044W
YPL273W	855855	SAM4	NaN
YDL222C	851304	FMP45	NaN
YIL087C	854722	AIM19	LRC2
YNR027W	855761	BUD17	NaN
YCR095C	850457	OCA4	NaN
YER162C	856909	RAD4	NaN
YER090W	856824	TRP2	NaN
YGL215W	852657	CLG1	NaN
YBR016W	852304	NaN	NaN
YFL025C	850519	BST1	PER17
YLR208W	850905	SEC13	ANU3
YHR030C	856425	SLT2	BYC2
YHR030C	856425	SLT2	MPK1
YHR030C	856425	SLT2	SLK2
YDR395W	852004	SXM1	KAP108
YMR282C	855325	AEP2	ATP13
YMR056C	855078	AAC1	NaN
YPL203W	855898	TPK2	PKA2
YPL203W	855898	TPK2	PKA3
YPL203W	855898	TPK2	YKR1
YIL041W	854770	GVP36	NaN
YDL210W	851317	UGA4	NaN
YLR149C	850841	NaN	NaN
YGL005C	852879	COG7	COD5
YDR132C	851710	NaN	NaN
YOR161W-B	NaN	NaN	NaN
YBR015C	852303	MNN2	CRV4
YBR015C	852303	MNN2	LDB8
YBR015C	852303	MNN2	TTP1
YER156C	856900	NaN	NaN
YLL039C	850620	UBI4	SCD2
YLL039C	850620	UBI4	UB14
YPL214C	855887	THI6	NaN
YGL007W	NaN	BRP1	NaN
YFR025C	850581	HIS2	NaN
YGL245W	852606	GUS1	GSN1
YGL245W	852606	GUS1	GluRS
YDR464W	852075	SPP41	NaN
YBR037C	852325	SCO1	PET161
YDR154C	NaN	NaN	NaN
YAL068C	851229	PAU8	NaN
YAL068C	852630	PAU8	NaN
YAL068C	852163	PAU8	NaN
YPR059C	NaN	NaN	NaN
YFL063W	NaN	NaN	NaN
YGL141W	852736	HUL5	NaN
YEL014C	NaN	NaN	NaN
YGL251C	852641	HFM1	MER3
YPR091C	856207	NVJ2	NaN
YFL013W-A	NaN	NaN	NaN
YJL116C	853326	NCA3	NaN
YDR341C	851942	NaN	RRS1
YDR341C	851942	NaN	ArgRS
YKL012W	853857	PRP40	NaN
YBL078C	852200	ATG8	APG8
YBL078C	852200	ATG8	AUT7
YBL078C	852200	ATG8	CVT5
YAR035C-A	1466430	NaN	NaN
YGR234W	853149	YHB1	YHB4
YPR126C	NaN	NaN	NaN
YPL117C	855986	IDI1	BOT2
YPL117C	855986	IDI1	LPH10
YLR434C	NaN	NaN	NaN
YPL120W	855983	VPS30	APG6
YPL120W	855983	VPS30	ATG6
YPL120W	855983	VPS30	VPT30
YMR153W	855184	NUP53	NaN
YGR267C	853183	FOL2	NaN
YJR003C	853459	MRX12	NaN
YHR193C	856600	EGD2	NaN
YEL030C-A	NaN	NaN	NaN
YPL048W	856059	CAM1	TEF3
YPL048W	856059	CAM1	CPBP
YNL132W	855591	KRE33	NaN
YOL080C	854075	REX4	NaN
YDR444W	852054	NaN	NaN
YPL083C	856022	SEN54	tRNA splicing endonuclease subunit
YGR271C-A	853188	EFG1	YGR272C
YDR419W	852028	RAD30	DBH1
YIR009W	854826	MSL1	YIB9
YIR009W	854826	MSL1	YIB9w
YOR254C	854428	SEC63	PTL1
YCL066W	850407	HMLALPHA1	ALPHA1
YCL066W	850293	HMLALPHA1	ALPHA1
YKR020W	853890	VPS51	API3
YKR020W	853890	VPS51	VPS67
YKR020W	853890	VPS51	WHI6
YIL033C	854778	BCY1	SRA1
YJL115W	853327	ASF1	CIA1
YPR041W	856154	TIF5	SUI5
YOR218C	NaN	NaN	NaN
YIR010W	854827	DSN1	NaN
YOR147W	854318	MDM32	NaN
YGL101W	852777	NaN	NaN
YNL172W	855549	APC1	NaN
YMR031W-A	NaN	NaN	NaN
YGL053W	852828	PRM8	NaN
YKL042W	853824	SPC42	NaN
YGR253C	853168	PUP2	DOA5
YHR159W	856564	TDA11	NaN
YJL169W	NaN	NaN	NaN
YHR199C	856606	AIM46	FMP34
YBR185C	852483	MBA1	NaN
YKL037W	853829	AIM26	NaN
YDR423C	852033	CAD1	YAP2
YJL035C	853417	TAD2	NaN
YOL093W	854060	TRM10	NaN
YDR017C	851580	KCS1	NaN
YIL036W	854775	CST6	ACA2
YIL036W	854775	CST6	SHF1
YJR089W	853551	BIR1	NaN
YPL124W	855979	SPC29	LPH3
YPL124W	855979	SPC29	NIP29
YLR354C	851068	TAL1	NaN
YJL042W	853408	MHP1	NaN
YEL053W-A	NaN	NaN	NaN
YDR005C	851568	MAF1	NaN
YJR107W	853571	LIH1	NaN
YLR422W	851141	DCK1	NaN
YDR098C	851672	GRX3	NaN
YKR030W	853901	GMH1	MSG1
YPL232W	855844	SSO1	NaN
YMR001C-A	1466498	NaN	NaN
YCR099C	850463	NaN	NaN
YAL019W-A	NaN	NaN	NaN
YGL135W	855881	RPL1B	SSM1
YGL135W	855881	RPL1B	SSM2
YGL135W	855881	RPL1B	L1B
YGL135W	852742	RPL1B	SSM1
YGL135W	852742	RPL1B	SSM2
YGL135W	852742	RPL1B	L1B
YDR280W	851874	RRP45	NaN
YJL154C	853287	VPS35	GRD9
YJL154C	853287	VPS35	VPT7
YIL113W	854693	SDP1	NaN
YLR387C	851103	REH1	NaN
YDR328C	851928	SKP1	MGO1
YDR328C	851928	SKP1	CBF3D
YJL155C	853286	FBP26	NaN
YOR109W	854276	INP53	SJL3
YOR109W	854276	INP53	SOP2
YLR386W	851102	VAC14	NaN
YDR185C	851766	UPS3	GEP2
YHR129C	856530	ARP1	ACT5
YNR010W	855744	CSE2	MED9
YIR007W	854824	EGH1	NaN
YPR027C	856138	NaN	NaN
YJL004C	853453	SYS1	NaN
YDL042C	851520	SIR2	MAR1
YGL069C	NaN	NaN	SRF3
YPL095C	856010	EEB1	NaN
YIR035C	854853	NaN	NaN
YKL159C	853698	RCN1	NaN
YPR127W	856245	NaN	NaN
YFR037C	850598	RSC8	SWH3
YKL161C	853696	KDX1	MLP1
YLR061W	850750	RPL22A	l1c
YLR061W	850750	RPL22A	L22A
YLR061W	850750	RPL22A	rp4
YLR061W	850750	RPL22A	YL31
YNL330C	855386	RPD3	MOF6
YNL330C	855386	RPD3	REC3
YNL330C	855386	RPD3	SDI2
YNL330C	855386	RPD3	SDS6
YER079C-A	NaN	NaN	NaN
YHL011C	856375	PRS3	NaN
YIL114C	854692	POR2	YVDAC2
YPL243W	855833	SRP68	NaN
YDR541C	852154	NaN	NaN
YBR277C	NaN	NaN	NaN
YOR108C-A	NaN	NaN	NaN
YNL016W	855716	PUB1	RNP1
YEL009C	856709	GCN4	AAS101
YEL009C	856709	GCN4	AAS3
YEL009C	856709	GCN4	ARG9
YNL316C	855400	PHA2	NaN
YNR003C	855737	RPC34	C34
YLR380W	851096	CSR1	SFH2
YMR013C-A	NaN	NaN	NaN
YNL113W	855609	RPC19	AC19
YKL079W	853783	SMY1	NaN
YDR056C	851626	EMC10	NaN
YDL240W	851358	LRG1	NaN
YJR102C	853566	VPS25	VPL12
YJR102C	853566	VPS25	VPT25
YKR095W-A	1500489	PCC1	NaN
YPR138C	856260	MEP3	NaN
YOR225W	NaN	NaN	NaN
YGL108C	852770	NaN	NaN
YGL221C	852651	NIF3	NaN
YDR183C-A	NaN	NaN	NaN
YCR050C	850417	NaN	NaN
YOR028C	854193	CIN5	HAL6
YOR028C	854193	CIN5	YAP4
YOR169C	NaN	NaN	NaN
YBR186W	852484	PCH2	NaN
YOR080W	854247	DIA2	YOR29-31
YBL006C	852277	LDB7	RSC14
YOR235W	NaN	IRC13	NaN
YER036C	856758	ARB1	NaN
YLR442C	851163	SIR3	CMT1
YLR442C	851163	SIR3	MAR2
YLR442C	851163	SIR3	STE8
YLR024C	850711	UBR2	NaN
YLR326W	851036	NaN	NaN
YIL013C	854802	PDR11	NaN
YLR122C	NaN	NaN	NaN
YJR015W	853472	NaN	NaN
YLR396C	851112	VPS33	CLS14
YLR396C	851112	VPS33	MET27
YLR396C	851112	VPS33	PEP14
YLR396C	851112	VPS33	SLP1
YLR396C	851112	VPS33	VAM5
YLR396C	851112	VPS33	VPL25
YLR396C	851112	VPS33	VPT33
YER084W-A	NaN	NaN	NaN
YHL046W-A	NaN	NaN	NaN
YLR042C	850731	NaN	NaN
YEL056W	856654	HAT2	NaN
YER140W	856883	EMP65	NaN
YNL298W	855418	CLA4	ERC10
YPR055W	856168	SEC8	NaN
YOL126C	853994	MDH2	NaN
YPL206C	855895	PGC1	NaN
YIR006C	854822	PAN1	DIM2
YIR006C	854822	PAN1	MDP3
YIR006C	854822	PAN1	MIP3
YGL205W	852667	POX1	FOX1
YGR290W	NaN	NaN	NaN
YGR022C	NaN	NaN	NaN
YOL121C	854028	RPS19A	rp55a
YOL121C	854028	RPS19A	S16aA
YOL121C	854028	RPS19A	S19A
YOL121C	854028	RPS19A	YS16A
YLR183C	850880	TOS4	NaN
YIL145C	854661	PAN6	NaN
YNL139C	855583	THO2	LDB5
YNL139C	855583	THO2	RLR1
YNL139C	855583	THO2	ZRG13
YBR274W	852577	CHK1	NaN
YJL071W	853374	ARG2	HRB574
YLL028W	850631	TPO1	NaN
YER091C-A	NaN	NaN	NaN
YGR189C	853102	CRH1	NaN
YHR152W	856557	SPO12	NaN
YPL283C	853213	YRF1-7	YRF1
YPL283C	855846	YRF1-7	YRF1
YJR118C	853582	ILM1	NaN
YLR130C	850821	ZRT2	NaN
YDR184C	851765	ATC1	LIC4
YPL268W	855860	PLC1	NaN
YGR185C	853097	TYS1	TTS1
YGR185C	853097	TYS1	TyrRS
YOR016C	854181	ERP4	NaN
YHL019W-A	NaN	NaN	NaN
YHR039C	856434	MSC7	NaN
YPL021W	856086	ECM23	SRD2
YNL047C	855680	SLM2	LIT1
YDR122W	851700	KIN1	NaN
YGR169C-A	1466460	NaN	YGR169C-C
YBR235W	852537	VHC1	NaN
YHR114W	856514	BZZ1	LSB7
YLR306W	851015	UBC12	NaN
YDR054C	851624	CDC34	DNA6
YDR054C	851624	CDC34	UBC3
YOR138C	854306	RUP1	NaN
YLR351C	851065	NIT3	NaN
YKR077W	853952	MSA2	NaN
YMR032W	855048	HOF1	CYK2
YMR228W	855268	MTF1	NaN
YLR242C	850943	ARV1	NaN
YJR123W	853587	RPS5	rp14
YJR123W	853587	RPS5	S2
YJR123W	853587	RPS5	S5
YJR123W	853587	RPS5	YS8
YOL068C	854086	HST1	NaN
YNL282W	855439	POP3	NaN
YMR146C	855177	TIF34	NaN
YCR084C	850445	TUP1	AAR1
YCR084C	850445	TUP1	AER2
YCR084C	850445	TUP1	AMM1
YCR084C	850445	TUP1	CRT4
YCR084C	850445	TUP1	CYC9
YCR084C	850445	TUP1	FLK1
YCR084C	850445	TUP1	ROX4
YCR084C	850445	TUP1	SFL2
YCR084C	850445	TUP1	UMR7
YLR428C	NaN	NaN	NaN
YNL096C	855628	RPS7B	rp30
YNL096C	855628	RPS7B	S7B
YMR251W-A	855293	HOR7	NaN
YBR046C	852335	ZTA1	NaN
YER059W	856787	PCL6	NaN
YIR017W-A	NaN	NaN	NaN
YLR265C	850970	NEJ1	LIF2
YJL046W	853401	AIM22	LIP3
YJL046W	853401	AIM22	RRG3
YEL061C	856648	CIN8	KSL2
YEL061C	856648	CIN8	SDS15
YOR165W	854336	SEY1	NaN
YIL148W	854658	RPL40A	CEP52A
YIL148W	854658	RPL40A	UB11
YIL148W	854658	RPL40A	UBI1
YIL148W	854658	RPL40A	CEP52B
YIL148W	854658	RPL40A	UB12
YIL148W	854658	RPL40A	UBI2
YIL148W	854658	RPL40A	L40A
YIL148W	853969	RPL40A	CEP52A
YIL148W	853969	RPL40A	UB11
YIL148W	853969	RPL40A	UBI1
YIL148W	853969	RPL40A	CEP52B
YIL148W	853969	RPL40A	UB12
YIL148W	853969	RPL40A	UBI2
YIL148W	853969	RPL40A	L40A
YOR011W-A	1466479	NaN	NaN
YAL041W	851190	CDC24	CLS4
YDR424C	852034	DYN2	SLC1
YDR194C	851775	MSS116	NaN
YGR239C	853154	PEX21	NaN
YBR108W	852405	AIM3	NaN
YAL044W-A	851252	BOL1	NaN
YOL023W	854135	IFM1	NaN
YBR076C-A	NaN	NaN	NaN
YPL046C	856061	ELC1	NaN
YDR141C	851719	DOP1	NaN
YDR288W	851882	NSE3	NaN
YBR194W	852493	AIM4	SOY1
YGR201C	853115	NaN	NaN
YCR090C	850452	NaN	NaN
YLR461W	851183	PAU4	NaN
YER190C-B	4594642	NaN	NaN
YOL108C	854042	INO4	NaN
YJR148W	853613	BAT2	ECA40
YJR148W	853613	BAT2	TWT2
YJL123C	853319	MTC1	NaN
YHR218W	856628	NaN	NaN
YMR247C	855289	RKR1	LTN1
YOL086C	854068	ADH1	ADC1
YNL287W	855429	SEC21	NaN
YLL064C	855813	PAU18	NaN
YLL064C	850662	PAU18	NaN
YCR013C	NaN	NaN	NaN
YMR152W	855183	YIM1	NaN
YEL051W	856659	VMA8	NaN
YNL095C	855629	NaN	NaN
YHR021W-A	856416	ECM12	NaN
YOL028C	854129	YAP7	NaN
YMR267W	855309	PPA2	IPP2
YJL065C	853381	DLS1	NaN
YLR154C	850847	RNH203	Rnh2C
YFL001W	850550	DEG1	HRM3
YFL001W	850550	DEG1	PUS3
YMR230W	855270	RPS10B	S10B
YCL073C	850289	GEX1	NaN
YIL054W	854757	NaN	NaN
YGR056W	852947	RSC1	NaN
YLR154W-A	NaN	NaN	YLR154W-C
YDR051C	851621	DET1	NaN
YNR060W	855797	FRE4	NaN
YDR353W	851955	TRR1	NaN
YKL089W	853773	MIF2	NaN
YBR018C	852306	GAL7	NaN
YKL044W	853822	MMO1	NaN
YEL063C	856646	CAN1	NaN
YHR053C	856450	CUP1-1	CUP1
YHR053C	856452	CUP1-1	CUP1
YPR010C	856119	RPA135	RPA2
YPR010C	856119	RPA135	RRN2
YPR010C	856119	RPA135	SRP3
YPR010C	856119	RPA135	A135
YLR199C	850896	PBA1	POC1
YDR021W	851584	FAL1	NaN
YER119C-A	NaN	NaN	NaN
YGL041C-B	1466454	NaN	NaN
YBR292C	NaN	NaN	NaN
YPR079W	856194	MRL1	NaN
YDL194W	851333	SNF3	NaN
YDR049W	851618	VMS1	NaN
YMR039C	855055	SUB1	TSP1
YKL026C	853842	GPX1	NaN
YMR128W	855158	ECM16	DHR1
YDR209C	NaN	NaN	NaN
YER133W-A	NaN	NaN	NaN
YIL177C	854630	NaN	NaN
YGL238W	852612	CSE1	KAP109
YOR087W	854255	YVC1	YOR088W
YOR087W	854255	YVC1	TRPY1
YPR095C	856210	SYT1	NaN
YPL016W	856091	SWI1	ADR6
YPL016W	856091	SWI1	GAM3
YPL016W	856091	SWI1	LPA1
YPL016W	856091	SWI1	[SWI(+)]
YPL016W	856091	SWI1	[SWI+]
YJL041W	NaN	NSP1	NaN
YJR122W	853586	IBA57	CAF17
YER074W	854741	RPS24A	RPS24EB
YER074W	854741	RPS24A	RPS24EA
YER074W	854741	RPS24A	S24A
YER074W	856805	RPS24A	RPS24EB
YER074W	856805	RPS24A	RPS24EA
YER074W	856805	RPS24A	S24A
YGL109W	NaN	NaN	NaN
YPL251W	NaN	NaN	NaN
YGL234W	852617	ADE5,7	NaN
YJL033W	853419	HCA4	DBP4
YJL033W	853419	HCA4	ECM24
YNL339C	855377	YRF1-6	YRF1
YBR066C	852358	NRG2	NaN
YOL133W	853986	HRT1	HRT2
YOL133W	853986	HRT1	RBX1
YOL133W	853986	HRT1	ROC1
YDR388W	851996	RVS167	NaN
YMR269W	855311	TMA23	YMR268W-A
YPL260W	855867	CUB1	NaN
YHR200W	856607	RPN10	MCB1
YHR200W	856607	RPN10	SUN1
YKL145W-A	NaN	NaN	NaN
YMR188C	855226	MRPS17	NaN
YGR264C	853181	MES1	MESI
YGR264C	853181	MES1	methionyl-tRNA synthetase
YGR264C	853181	MES1	MetRS
YHR069C	856466	RRP4	NaN
YDR233C	851819	RTN1	NaN
YBL048W	NaN	RRT1	NaN
YLR095C	850784	IOC2	NaN
YBR196C-B	1466448	NaN	NaN
YDR235W	851821	PRP42	MUD16
YDR235W	851821	PRP42	SNU65
YNR063W	855800	NaN	NaN
YOL018C	854142	TLG2	NaN
YEL013W	856702	VAC8	YEB3
YJL091C	853354	GWT1	NaN
YOR045W	854210	TOM6	ISP6
YOR045W	854210	TOM6	MOM8B
YER087C-B	856821	SBH1	SEB1
YER087C-B	856821	SBH1	YER087C-A
YHR041C	856437	SRB2	HRS2
YHR041C	856437	SRB2	MED20
YER056C	856783	FCY2	BRA7
YBR095C	852392	RXT2	RAF60
YHL049C	856336	NaN	NaN
YDL118W	NaN	NaN	NaN
YBL011W	852271	SCT1	GAT2
YGR293C	NaN	NaN	NaN
YDL137W	851418	ARF2	NaN
YDL193W	851334	NUS1	NaN
YOR186W	854358	NaN	NaN
YMR102C	855128	NaN	NaN
YCL061C	850297	MRC1	YCL060C
YBL102W	852172	SFT2	NaN
YDR509W	NaN	NaN	NaN
YOR065W	854231	CYT1	CTC1
YOR065W	854231	CYT1	YOR29-16
YOR065W	854231	CYT1	cytochrome c1
YEL001C	856717	IRC22	NaN
YGL164C	852712	YRB30	NaN
YJL045W	853405	NaN	SDH1b
YOR201C	854376	MRM1	PET56
YKL006C-A	853863	SFT1	NaN
YHR028W-A	NaN	NaN	NaN
YPL173W	855930	MRPL40	YmL40
YBL105C	852169	PKC1	CLY15
YBL105C	852169	PKC1	HPO2
YBL105C	852169	PKC1	STT1
YLR162W-A	1466416	RRT15	NaN
YKL164C	853692	PIR1	CCW6
YLR462W	851184	NaN	NaN
YPR098C	856213	NaN	NaN
YDR490C	852101	PKH1	NaN
YDR516C	852128	EMI2	NaN
YKR096W	853971	ESL2	NaN
YIL173W	854634	VTH1	NaN
YMR171C	855207	EAR1	NaN
YGR236C	853151	SPG1	NaN
YML029W	854979	USA1	NaN
YJL069C	853376	UTP18	NaN
YNR037C	855773	RSM19	NaN
YEL022W	856691	GEA2	NaN
YKL054C	853811	DEF1	VID31
YBL090W	852188	MRP21	MRP50
YDR347W	851948	MRP1	NaN
YFR032C	850591	RRT5	NaN
YJL130C	853311	URA2	NaN
YMR090W	855115	NaN	NaN
YHR042W	856438	NCP1	CPR1
YGL124C	852753	MON1	AUT12
YPL156C	855947	PRM4	NaN
YGR235C	853150	NaN	NaN
YJR087W	NaN	NaN	NaN
YLR148W	850840	PEP3	VAM8
YLR148W	850840	PEP3	VPS18
YLR148W	850840	PEP3	VPT18
YDR445C	NaN	NaN	NaN
YOR073W	854240	SGO1	YOR29-24
YER148W	856891	SPT15	BTF1
YER148W	856891	SPT15	TBP1
YER148W	856891	SPT15	TBP
YML124C	854915	TUB3	NaN
YDR452W	852063	PPN1	PHM5
YGR117C	853014	NaN	NaN
YDL196W	NaN	NaN	NaN
YGR254W	853169	ENO1	HSP48
YGR254W	853169	ENO1	enolase
YER188C-A	1466538	NaN	NaN
YLR243W	850944	GPN3	NaN
YMR293C	855338	HER2	GEP6
YMR293C	855338	HER2	RRG6
YMR293C	855338	HER2	LRC6
YJL218W	853237	NaN	NaN
YDR437W	852047	GPI19	NaN
YOR064C	854230	YNG1	YOR29-15
